# memory source: cgroup2
epoch,mem_bytes,anon_bytes,disk_kb
1789684857,16087236608,781008896,120070192
1789684862,16032382976,799428608,120108260
1789684867,16023031808,700481536,120161852
1789684872,16037548032,709378048,120200252
1789684877,16050323456,711737344,120231688
1789684882,16044437504,726261760,120244768
1789684887,16032542720,752009216,120313340
1789684892,16046178304,752844800,120340260
1789684897,16033284096,789409792,120425148
1789684902,16101728256,787492864,120452376
1789684907,16095461376,795398144,120452376
1789684912,16085123072,830197760,120471904
1789684917,16073113600,853053440,120515032
1789684922,16125091840,855732224,120616224
1789684927,16085364736,856072192,120663392
1789684932,16110698496,733876224,120678492
1789684937,16089640960,762773504,120720540
1789684942,15848951808,803196928,120788184
1789684947,16035729408,790343680,120839848
1789684952,16025550848,790585344,120853268
1789684957,16038494208,815448064,120865092
1789684962,16045342720,851574784,120949108
1789684967,16031813632,833191936,120976196
1789684972,16013217792,842330112,121016352
1789684977,16051630080,838934528,121062320
1789684982,16070479872,839110656,121109852
1789684987,16039968768,670945280,121151164
1789684992,16089145344,688381952,121174300
1789684997,16044204032,721866752,121206804
1789685002,16055230464,749920256,121253120
1789685007,16140226560,750313472,121296260
1789685012,16116023296,756314112,121350808
1789685017,16076038144,759263232,121388668
1789685022,16049184768,791531520,121433880
1789685027,16097292288,784306176,121456668
1789685032,16062541824,791912448,121497508
1789685037,16038309888,792076288,121533892
1789685042,16094818304,776466432,121589104
1789685047,16068788224,776552448,121623928
1789685052,16034652160,796864512,121647436
1789685057,16000094208,824561664,121668016
1789685062,16062935040,883326976,121785084
1789685067,16050851840,883458048,121800444
1789685072,16022802432,894779392,121845788
1789685077,16054874112,893763584,121884464
1789685082,16049082368,895471616,121897032
1789685087,16032976896,916910080,121931648
1789685092,16095608832,739131392,121984712
1789685097,16050864128,829890560,122047396
1789685103,16054403072,874618880,122138552
1789685108,16056532992,875483136,122173616
1789685113,16023830528,875876352,122203888
1789685118,16017383424,877555712,122231188
1789685123,16025600000,830541824,122290104
1789685128,16037187584,875806720,122330204
1789685133,15985913856,893083648,122409884
1789685138,16004313088,862375936,122448504
1789685143,16058134528,862621696,122509672
1789685148,16054980608,863166464,122529504
1789685153,16037892096,853925888,122567700
1789685158,16107765760,861356032,122629020
1789685163,16072613888,864874496,122699984
1789685168,16029839360,831934464,122744652
1789685173,16053944320,837320704,122772864
1789685178,16055685120,840036352,122823904
1789685183,16034070528,777601024,122882992
1789685188,16093470720,778776576,122905516
1789685193,16081985536,779788288,122926240
1789685198,16037261312,786227200,122950704
1789685203,16095834112,856039424,123046204
1789685208,16049905664,856326144,123076952
1789685213,16082952192,859795456,123119960
1789685218,16082595840,844759040,123174904
1789685223,16060616704,844926976,123209404
1789685228,16073068544,835801088,123252292
1789685233,16110952448,835969024,123299928
1789685238,16085909504,836321280,123355024
1789685243,16055889920,690098176,123385400
1789685248,16026865664,745656320,123424856
1789685253,15825985536,1278676992,123466584
1789685258,12435652608,3000193024,123466588
1789685263,12356108288,4416561152,123466600
1789685268,9292554240,3328770048,123466600
1789685273,9915334656,4028592128,123466608
1789685278,9249497088,4098306048,123466616
1789685283,10302169088,3934109696,123466616
1789685288,11451326464,3919933440,123466628
1789685293,13011066880,4339716096,123466644
1789685298,14051696640,4278116352,123466648
1789685303,15128272896,4565721088,123466660
1789685308,14975025152,4484759552,123466676
1789685313,15624495104,4416884736,123466688
1789685318,15583322112,4525166592,123467844
1789685323,15216197632,4423331840,123466716
1789685329,15289229312,4675710976,123466728
1789685334,15210762240,4756992000,123466740
1789685339,15605178368,4633104384,123466752
1789685344,15374815232,4687646720,123466772
1789685349,15441620992,4624359424,123466780
1789685354,15526371328,4645339136,123466780
1789685359,15755419648,4651892736,123466788
1789685364,15725645824,4685451264,123466792
1789685369,15615692800,4685447168,123466808
1789685374,15484137472,4687294464,123466816
1789685379,15683072000,4687294464,123466824
1789685384,15598292992,4619235328,123466840
1789685389,15450374144,4564213760,123466840
1789685394,15206604800,4581548032,123466852
1789685399,15334793216,4636889088,123466864
1789685404,15357550592,4628930560,123466872
1789685409,15169687552,4628942848,123466872
1789685414,15111270400,4628946944,123466892
1789685419,15148937216,4690530304,123466908
1789685424,15454294016,4653629440,123466924
1789685429,15435710464,4653633536,123466936
1789685434,15398461440,4653637632,123466940
1789685439,15594725376,4668317696,123466944
1789685444,15367761920,4668321792,123466952
1789685449,15475671040,4668321792,123466964
1789685454,15461216256,4668329984,123466968
1789685459,15543205888,4668325888,123466972
1789685464,15533174784,4643487744,123466980
1789685469,15235948544,4643495936,123466988
1789685474,15400177664,4643495936,123466992
1789685479,15586070528,4630241280,123467000
1789685484,12678340608,1296867328,123600288
1789685489,13349359616,1660141568,125105432
1789685494,12984266752,1615712256,125662488
1789685499,13388619776,1616228352,126186776
1789685504,13631188992,1549131776,126254496
1789685509,13632290816,1549127680,126254496
1789685514,11447234560,1553317888,126254492
1789685519,12221698048,1553317888,126254496
1789685524,12367368192,1553321984,126254496
1789685529,8644386816,1551228928,126254500
1789685534,11776430080,2729783296,126282100
1789685539,13158858752,2180546560,126365284
1789685544,14972952576,2003550208,126404088
1789685549,15588626432,2052431872,126478912
1789685554,14907842560,2003550208,126634400
1789685560,14747959296,2003550208,126805936
1789685565,14985330688,2003550208,126988160
1789685570,14887211008,2003550208,127090948
1789685575,14923882496,2003550208,127293780
1789685580,14819819520,2003558400,127366708
1789685585,13379485696,2003558400,127329664
1789685590,12344528896,2003558400,127294788
1789685595,11690131456,2003554304,127264632
1789685600,11065094144,2003554304,127236888
1789685605,10819489792,2003558400,127208484
1789685610,10791780352,2003554304,127179672
1789685615,10636500992,2003554304,127153548
1789685620,10637852672,2003558400,127127264
1789685625,10737246208,2003558400,127096536
1789685630,10719092736,2003558400,127068532
1789685635,10887786496,2003558400,127041224
1789685640,11199492096,2003558400,127008480
1789685645,11505147904,2003562496,126975944
1789685650,11800330240,2003562496,126941540
1789685655,12037226496,2003558400,126911456
1789685660,12334387200,2003562496,126878420
1789685665,12610043904,2003562496,126847756
1789685670,12919267328,2003558400,126814192
1789685675,13153685504,2003558400,126781664
1789685680,13407338496,2003558400,126751496
1789685685,13691883520,2003558400,126720704
1789685690,13970329600,2003558400,126689156
1789685695,14264795136,2003562496,126656768
1789685700,14453067776,2003558400,126627260
1789685705,14732832768,2003558400,126599436
1789685710,14802952192,2003558400,126568580
1789685715,15008948224,2003562496,126535608
1789685720,15095246848,2003562496,126501968
1789685725,15286657024,2003562496,126470904
1789685730,15013888000,1502109696,126481988
1789685735,15238103040,1502113792,126500656
1789685740,15471534080,1502109696,126519384
1789685745,15400497152,1502113792,126537784
1789685750,15389626368,1526652928,126557192
1789685755,15103049728,1535045632,126575568
1789685760,15079710720,1535049728,126592352
1789685765,15454511104,3055697920,126592908
1789685770,15634911232,4314386432,126592940
1789685775,15774629888,4679835648,126592960
1789685780,15858397184,4731383808,126592980
1789685785,15826116608,5110218752,126592996
1789685790,15911718912,5179928576,126593008
1789685795,15845330944,5343047680,126593036
1789685800,15864745984,5573775360,126593056
1789685805,15850459136,5573771264,126593084
1789685810,15825399808,5574029312,126593116
1789685815,15908900864,5579534336,126593136
1789685820,13239693312,2701295616,126593136
1789685825,14215356416,3010527232,126593164
1789685830,15573135360,4997812224,126593332
1789685835,15370153984,4828254208,126593448
1789685840,13762703360,3058647040,126593536
1789685845,14587613184,3613401088,126593548
1789685850,14217048064,4642000896,126633668
1789685855,14035132416,5379829760,126593564
1789685860,14281494528,5569032192,126593564
1789685865,14314201088,5700694016,126593556
1789685870,12652650496,4057288704,126593556
1789685875,15933206528,6721175552,126593584
1789685880,15661793280,8812376064,126593636
1789685885,12801093632,4927881216,126593724
1789685890,13574172672,4927885312,126593736
1789685895,14086688768,4927885312,126593736
1789685900,14101815296,4927881216,126593728
1789685905,15937601536,5472768000,126606296
1789685910,15628337152,6973403136,126622236
1789685915,15956443136,6740824064,126634576
1789685920,15677947904,7202816000,126650300
1789685925,15806357504,7223332864,126663384
1789685930,15863828480,7275679744,126677992
1789685935,15029010432,7448305664,126691584
1789685940,15873662976,7430279168,126704700
1789685945,15632547840,7561793536,126719744
1789685950,15741939712,7618981888,126732456
1789685955,15518740480,7620100096,126746028
1789685960,15953641472,7683878912,126758480
1789685965,15806291968,7705067520,126770172
1789685970,15587729408,7776219136,126783672
1789685975,15401357312,7745019904,126795476
1789685980,15529275392,7745875968,126807940
1789685985,15843315712,7746932736,126822248
1789685990,15788912640,7746940928,126835044
1789685995,15047340032,7837298688,126850696
1789686000,15616946176,7837302784,126861888
1789686005,15915925504,7858372608,126874660
1789686010,15709605888,7837741056,126887784
1789686015,15845105664,7875174400,126901780
1789686020,15907606528,7918608384,126915888
1789686025,15632535552,7837736960,126929240
1789686030,15412097024,7940235264,126940404
1789686035,15752515584,7838945280,126954740
1789686040,15710593024,7838945280,126967624
1789686045,15812513792,7851720704,126980764
1789686050,15963828224,7851720704,126993932
1789686055,15781089280,7893233664,127004648
1789686060,15915053056,7851724800,127016012
1789686065,15689666560,7851724800,127029128
1789686070,15526117376,7851724800,127043632
1789686075,15026941952,7526137856,127053600
1789686080,14884044800,7526133760,127060136
1789686085,14960537600,7526137856,127066712
1789686090,14952304640,7526133760,127073476
1789686095,14935572480,7526133760,127080172
1789686100,14905131008,7526133760,127086620
1789686105,14972321792,7526133760,127092780
1789686110,15052615680,7526133760,127099320
1789686115,15016304640,7526137856,127105400
1789686120,1644072960,9957376,83464884
1789686125,4568436736,9973760,85156104
1789686131,5232693248,10514432,85497404
1789686136,7478280192,10522624,86709804
1789686141,9457655808,10530816,87832280
1789686146,10770083840,10534912,88548760
1789686151,12814045184,10530816,89653296
1789686156,13614252032,10534912,91106200
1789686161,14333100032,10534912,92076376
1789686166,14364405760,10530816,93097244
1789686171,14414221312,10530816,94160512
1789686176,14710579200,10530816,94768560
1789686181,14722088960,15777792,95532324
1789686186,15504609280,36622336,95532324
1789686191,15887716352,974848,95601616
1789686196,15868403712,991232,97241728
1789686201,15855435776,999424,98149920
1789686206,15922966528,995328,99031104
1789686211,15880163328,999424,100550632
1789686216,15888441344,999424,101658712
1789686221,15921565696,999424,102745772
1789686226,15943503872,50724864,103724264
1789686231,15842537472,25391104,103724264
1789686236,15842631680,995328,103954608
1789686241,15819296768,999424,104869996
1789686246,15901777920,1003520,105907816
1789686251,15884664832,41406464,106812432
1789686256,15930277888,999424,107161456
1789686261,15911780352,995328,107939248
